style,Abstract_Expressionism,Action_painting,Analytical_Cubism,Art_Nouveau_Modern,Baroque,Color_Field_Painting,Contemporary_Realism,Cubism,Early_Renaissance,Expressionism,Fauvism,High_Renaissance,Impressionism,Mannerism_Late_Renaissance,Minimalism,Naive_Art_Primitivism,New_Realism,Northern_Renaissance,Pointillism,Pop_Art,Post_Impressionism,Realism,Rococo,Romanticism,Symbolism,Synthetic_Cubism,Ukiyo_e
Fauvism,0.012650981545448303,0.019971957430243492,0.027265550568699837,0.01590552181005478,0.011421755887567997,0.02063048630952835,0.014074127189815044,0.01576640084385872,0.024274703115224838,0.002988293766975403,0.0,0.017776308581233025,0.010027110576629639,0.016777344048023224,0.02245292440056801,0.012543575838208199,0.012376967817544937,0.021463168784976006,0.013213485479354858,0.013173718936741352,0.007425010669976473,0.007564724422991276,0.013859777711331844,0.012132829986512661,0.0055427150800824165,0.024616744369268417,0.02255268022418022
High_Renaissance,0.026386894285678864,0.032739944756031036,0.026215098798274994,0.004258671309798956,0.008070537820458412,0.03287829831242561,0.018122047185897827,0.017905218526721,0.00680540781468153,0.015824003145098686,0.017776308581233025,0.0,0.01904832199215889,0.003053109161555767,0.030752014368772507,0.009651449508965015,0.01670135371387005,0.004621958825737238,0.007770843338221312,0.009026569314301014,0.015491809695959091,0.015643557533621788,0.010226908139884472,0.007650351617485285,0.012922551482915878,0.022215791046619415,0.008785541169345379
Impressionism,0.021770834922790527,0.02780735492706299,0.03593292459845543,0.01692638359963894,0.01533234678208828,0.025948723778128624,0.009089341387152672,0.023635078221559525,0.024775473400950432,0.011035371571779251,0.010027110576629639,0.01904832199215889,0.0,0.01964711584150791,0.026420902460813522,0.011099997907876968,0.009290565736591816,0.022564979270100594,0.011859773658216,0.01683659292757511,0.0046033719554543495,0.005586020182818174,0.01502462849020958,0.013165430165827274,0.009166914038360119,0.03205828741192818,0.024039970710873604
Mannerism_Late_Renaissance,0.024351585656404495,0.030646173283457756,0.0233859121799469,0.0056227343156933784,0.0071189748123288155,0.03176511079072952,0.019008055329322815,0.015638142824172974,0.00846417061984539,0.014697827398777008,0.016777344048023224,0.003053109161555767,0.01964711584150791,0.0,0.030009526759386063,0.01050927210599184,0.017430024221539497,0.005869163665920496,0.008962204679846764,0.008176532573997974,0.015705673024058342,0.01594197377562523,0.010715285316109657,0.008039189502596855,0.012403837405145168,0.019945940002799034,0.009554365649819374
Minimalism,0.026084203273057938,0.03481006622314453,0.03039764054119587,0.027956359088420868,0.02334524132311344,0.00834650918841362,0.024539446458220482,0.019355330616235733,0.03667578473687172,0.023900605738162994,0.02245292440056801,0.030752014368772507,0.026420902460813522,0.030009526759386063,0.0,0.03078172169625759,0.02076728083193302,0.03501351177692413,0.029101915657520294,0.022202933207154274,0.02664073556661606,0.022305365651845932,0.021253427490592003,0.024693630635738373,0.023138897493481636,0.02382705919444561,0.028496744111180305
Naive_Art_Primitivism,0.022730983793735504,0.02829081565141678,0.031217893585562706,0.008843783289194107,0.010141321457922459,0.031190505251288414,0.013956923969089985,0.021091977134346962,0.014510772190988064,0.010879228822886944,0.012543575838208199,0.009651449508965015,0.011099997907876968,0.01050927210599184,0.03078172169625759,0.0,0.013523935340344906,0.0120864761993289,0.0043604131788015366,0.012544434517621994,0.0075567797757685184,0.010031843557953835,0.01217801496386528,0.008327772840857506,0.008645116351544857,0.028032978996634483,0.017254753038287163
New_Realism,0.024542253464460373,0.032319024205207825,0.03241953253746033,0.014470684342086315,0.012155743315815926,0.02309194765985012,0.004880400840193033,0.019301343709230423,0.022768164053559303,0.013459115289151669,0.012376967817544937,0.01670135371387005,0.009290565736591816,0.017430024221539497,0.02076728083193302,0.013523935340344906,0.0,0.021082062274217606,0.011253373697400093,0.011786946095526218,0.009875967167317867,0.00607896177098155,0.009205724112689495,0.009394961409270763,0.009012468159198761,0.026760276407003403,0.018229039385914803
Northern_Renaissance,0.02905353158712387,0.03462148457765579,0.027723683044314384,0.007792266085743904,0.012263466604053974,0.036985162645578384,0.022228779271245003,0.02126298099756241,0.0031295937951654196,0.019209787249565125,0.021463168784976006,0.004621958825737238,0.022564979270100594,0.005869163665920496,0.03501351177692413,0.0120864761993289,0.021082062274217606,0.0,0.011255130171775818,0.013414421118795872,0.018932407721877098,0.019686557352542877,0.014586415141820908,0.012195617891848087,0.01696012169122696,0.02452787756919861,0.010999010875821114
Pointillism,0.024254990741610527,0.030554065480828285,0.029887160286307335,0.007467262446880341,0.008464020676910877,0.030532924458384514,0.011575487442314625,0.019388027489185333,0.013385767117142677,0.012039091438055038,0.013213485479354858,0.007770843338221312,0.011859773658216,0.008962204679846764,0.029101915657520294,0.0043604131788015366,0.011253373697400093,0.011255130171775818,0.0,0.009789882227778435,0.008664003573358059,0.009684111922979355,0.009598532691597939,0.00511925108730793,0.008079846389591694,0.025975016877055168,0.014068251475691795
Pop_Art,0.022037196904420853,0.0299240555614233,0.022238265722990036,0.007915410213172436,0.0035099852830171585,0.02470429614186287,0.014515436254441738,0.010671270079910755,0.015364005230367184,0.012248321436345577,0.013173718936741352,0.009026569314301014,0.01683659292757511,0.008176532573997974,0.022202933207154274,0.012544434517621994,0.011786946095526218,0.013414421118795872,0.009789882227778435,0.0,0.013768848031759262,0.011791788972914219,0.005117536522448063,0.004928681533783674,0.008818206377327442,0.016776464879512787,0.009776895865797997
Post_Impressionism,0.019337300211191177,0.025422388687729836,0.03216115012764931,0.013765809126198292,0.011875081807374954,0.026143623515963554,0.010147089138627052,0.020527902990579605,0.021420983597636223,0.007553895004093647,0.007425010669976473,0.015491809695959091,0.0046033719554543495,0.015705673024058342,0.02664073556661606,0.0075567797757685184,0.009875967167317867,0.018932407721877098,0.008664003573358059,0.013768848031759262,0.0,0.0048784613609313965,0.013004160486161709,0.010149882175028324,0.005630080588161945,0.028832988813519478,0.021297866478562355
Realism,0.019873185083270073,0.027187353000044823,0.031329650431871414,0.013079581782221794,0.01046603824943304,0.0226201880723238,0.008455293253064156,0.018588855862617493,0.021927200257778168,0.008277353830635548,0.007564724422991276,0.015643557533621788,0.005586020182818174,0.01594197377562523,0.022305365651845932,0.010031843557953835,0.00607896177098155,0.019686557352542877,0.009684111922979355,0.011791788972914219,0.0048784613609313965,0.0,0.009927799925208092,0.008916513063013554,0.005120167974382639,0.02682335115969181,0.019629530608654022
Rococo,0.02391982078552246,0.032043494284152985,0.026692545041441917,0.007361733354628086,0.005590278655290604,0.024215547367930412,0.012864978052675724,0.01443259697407484,0.016111453995108604,0.013169024139642715,0.013859777711331844,0.010226908139884472,0.01502462849020958,0.010715285316109657,0.021253427490592003,0.01217801496386528,0.009205724112689495,0.014586415141820908,0.009598532691597939,0.005117536522448063,0.013004160486161709,0.009927799925208092,0.0,0.005143862683326006,0.009299364872276783,0.02042817510664463,0.010540583170950413
Romanticism,0.022865381091833115,0.03021913394331932,0.026474088430404663,0.00629587983712554,0.004530145786702633,0.02675722911953926,0.011358405463397503,0.01506403461098671,0.014247850514948368,0.011192427016794682,0.012132829986512661,0.007650351617485285,0.013165430165827274,0.008039189502596855,0.024693630635738373,0.008327772840857506,0.009394961409270763,0.012195617891848087,0.00511925108730793,0.004928681533783674,0.010149882175028324,0.008916513063013554,0.005143862683326006,0.0,0.006706304848194122,0.021618900820612907,0.011258458718657494
Symbolism,0.017353055998682976,0.02463444508612156,0.026897724717855453,0.011188450269401073,0.007207375485450029,0.023249108344316483,0.010817642323672771,0.014947803691029549,0.019563164561986923,0.005251391790807247,0.0055427150800824165,0.012922551482915878,0.009166914038360119,0.012403837405145168,0.023138897493481636,0.008645116351544857,0.009012468159198761,0.01696012169122696,0.008079846389591694,0.008818206377327442,0.005630080588161945,0.005120167974382639,0.009299364872276783,0.006706304848194122,0.0,0.023228032514452934,0.017603835090994835
Synthetic_Cubism,0.025739900767803192,0.032944176346063614,0.009164790622889996,0.022282831370830536,0.01842302456498146,0.0263621024787426,0.02966066636145115,0.008967267349362373,0.025887370109558105,0.023834235966205597,0.024616744369268417,0.022215791046619415,0.03205828741192818,0.019945940002799034,0.02382705919444561,0.028032978996634483,0.026760276407003403,0.02452787756919861,0.025975016877055168,0.016776464879512787,0.028832988813519478,0.02682335115969181,0.02042817510664463,0.021618900820612907,0.023228032514452934,0.0,0.019066333770751953
Ukiyo_e,0.031045520678162575,0.03849300742149353,0.02530425786972046,0.00959059689193964,0.011438742280006409,0.032641589641571045,0.020335417240858078,0.017351556569337845,0.010822664946317673,0.021235575899481773,0.02255268022418022,0.008785541169345379,0.024039970710873604,0.009554365649819374,0.028496744111180305,0.017254753038287163,0.018229039385914803,0.010999010875821114,0.014068251475691795,0.009776895865797997,0.021297866478562355,0.019629530608654022,0.010540583170950413,0.011258458718657494,0.017603835090994835,0.019066333770751953,0.0
